"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000163586","ENSG00000163586",-6.8887019880416,2.5142706150766e-06,-2299.51433029389,333.809523809524,1.75,88122982,88128062,"DOWN","FABP1"
"ENSG00000277399","ENSG00000277399",-5.44549878216302,5.09945526036716e-05,-2317.44869600909,425.571428571429,9,38324571,38343956,"DOWN","GPR179"
"ENSG00000137976","ENSG00000137976",-3.36706964193005,0.00900343801895864,-2344.12181738178,696.190476190476,58,84398532,84415018,"DOWN","DNASE2B"
"ENSG00000188573","ENSG00000188573",-3.62401043601399,0.00480820899094376,-2354.74392378147,649.761904761905,48,168529305,168530634,"DOWN","FBLL1"
"ENSG00000196104","ENSG00000196104",-4.70470944285812,0.00030827054861831,-2362.88430922974,502.238095238095,20.25,166733384,167234796,"DOWN","SPOCK3"
"ENSG00000123496","ENSG00000123496",-4.91360141991961,0.000188409376612605,-2383.09668866101,485,15.75,115003975,115019977,"DOWN","IL13RA2"
"ENSG00000141639","ENSG00000141639",-3.52621704682014,0.00599161909884412,-2392.95805401113,678.619047619048,55.5,50560087,50731826,"DOWN","MAPK4"
"ENSG00000149295","ENSG00000149295",-5.12920330107585,0.000117181578607553,-2406.57333930954,469.190476190476,11.75,113409605,113475691,"DOWN","DRD2"
"ENSG00000183036","ENSG00000183036",-3.56608931421325,0.00545514715653095,-2413.22358306117,676.714285714286,61,39867438,39929397,"DOWN","PCP4"
"ENSG00000077279","ENSG00000077279",-5.01669845412829,0.00014222979705538,-2414.2264084486,481.238095238095,15.5,111293779,111412429,"DOWN","DCX"
"ENSG00000110148","ENSG00000110148",-4.7614940950164,0.000276046473172791,-2422.69354310715,508.809523809524,20,6259806,6272127,"DOWN","CCKBR"
"ENSG00000283526","ENSG00000283526",-5.16951873231141,9.79710349904385e-05,-2424.25811789537,468.952380952381,13,131545514,131558620,"DOWN","PRRT1B"
"ENSG00000170091","ENSG00000170091",-3.59472476485288,0.00504190688665676,-2499.18959842153,695.238095238095,61.5,174045706,174243501,"DOWN","NSG2"
"ENSG00000136099","ENSG00000136099",-5.27917589261918,7.63418648239032e-05,-2531.74192450323,479.571428571429,10,52842889,52848641,"DOWN","PCDH8"
"ENSG00000147262","ENSG00000147262",-5.23761102136557,8.1758233706342e-05,-2584.88574406823,493.52380952381,15,130384345,130385660,"DOWN","GPR119"
"ENSG00000275216","ENSG00000275216",-5.79170797286837,1.91293239009565e-05,-2598.82210611137,448.714285714286,9.75,109269634,109278512,"DOWN","LOC130494219"
"ENSG00000259663","ENSG00000259663",-3.38145956623432,0.00856323741800791,-2599.53729701366,768.761904761905,71.75,51372736,51383332,"DOWN","ISL1-DT"
"ENSG00000255545","ENSG00000255545",-4.40095441623417,0.000698221653001439,-2633.65686422928,598.428571428571,24.5,134412284,134505665,"DOWN","B3GAT1-DT"
"ENSG00000237423","ENSG00000237423",-5.28791334316954,7.35097523811265e-05,-2665.61193575204,504.095238095238,12.75,47976739,47990127,"DOWN","ENSG00000237423"
"ENSG00000277200","ENSG00000277200",-4.3537842868359,0.000785828440420848,-2666.58921415635,612.47619047619,28,2720801,2723947,"DOWN","CCDC92B"
"ENSG00000172478","ENSG00000172478",-3.52446725341858,0.00596176118988352,-2670.87485099539,757.809523809524,71.75,240886048,240896889,"DOWN","MAB21L4"
"ENSG00000213759","ENSG00000213759",-6.60279660303465,2.36602579833642e-06,-2672.24611091388,404.714285714286,5,69199951,69214748,"DOWN","UGT2B11"
"ENSG00000187902","ENSG00000187902",-5.80820392900556,1.97490736265872e-05,-2698.3255967323,464.571428571429,7.75,55428740,55442863,"DOWN","SHISA7"
"ENSG00000133519","ENSG00000133519",-3.7624196926833,0.00340992172887786,-2738.68321058843,727.904761904762,49.25,23390606,23402726,"DOWN","ENSG00000133519"
"ENSG00000122711","ENSG00000122711",-5.51180145626226,4.32259728934386e-05,-2819.41767824615,511.52380952381,9,33218365,33248567,"DOWN","SPINK4"
"ENSG00000144339","ENSG00000144339",-5.31725334364445,6.7924813127215e-05,-2823.71472801538,531.047619047619,11.75,191949043,192194933,"DOWN","TMEFF2"
"ENSG00000016490","ENSG00000016490",-7.10831688768747,6.6404239898582e-07,-2831.81805154254,398.380952380952,2.75,86468368,86500259,"DOWN","CLCA1"
"ENSG00000152931","ENSG00000152931",-5.94973529236219,1.48436074152598e-05,-2835.47384790289,476.571428571429,6.75,60487713,60548813,"DOWN","PART1"
"ENSG00000154118","ENSG00000154118",-4.43784813081292,0.000628259644628919,-2857.97419624352,644,27.5,87601835,87698156,"DOWN","JPH3"
"ENSG00000196132","ENSG00000196132",-3.9950333110458,0.00191448117195388,-2866.5315205161,717.52380952381,44.5,64102394,64242253,"DOWN","MYT1"
"ENSG00000158445","ENSG00000158445",-3.32246311857995,0.00987298709937735,-2896.71320181334,871.857142857143,82.5,49293394,49484297,"DOWN","KCNB1"
"ENSG00000168955","ENSG00000168955",-4.96984996402436,0.000174816471884191,-2967.00042852254,597,10.75,227362038,227381995,"DOWN","TM4SF20"
"ENSG00000170703","ENSG00000170703",-3.99077214699218,0.00191760552046951,-2980.15660995864,746.761904761905,50.5,48762235,48817214,"DOWN","TTLL6"
"ENSG00000169469","ENSG00000169469",-3.72604433842051,0.00364589168372516,-2991.12645033776,802.761904761905,65,153031203,153032900,"DOWN","SPRR1B"
"ENSG00000135406","ENSG00000135406",-4.08143829233445,0.00153720792784262,-3009.18614667687,737.285714285714,38,49293252,49298686,"DOWN","PRPH"
"ENSG00000112175","ENSG00000112175",-3.39723119730432,0.00820973814338086,-3031.62441130871,892.380952380952,77,55753653,55875590,"DOWN","BMP5"
"ENSG00000250366","ENSG00000250366",-3.38088652962739,0.00859478182851571,-3075.47977978438,909.666666666667,86.5,95876392,95925663,"DOWN","TUNAR"
"ENSG00000108576","ENSG00000108576",-3.98397684019493,0.00196893831213569,-3099.72369485452,778.047619047619,45,30194319,30236002,"DOWN","SLC6A4"
"ENSG00000103154","ENSG00000103154",-3.61329068471071,0.00480820899094376,-3105.19318985591,859.380952380952,70.25,83968632,84002776,"DOWN","NECAB2"
"ENSG00000100314","ENSG00000100314",-3.44012983753602,0.00739373524107198,-3133.46683487567,910.857142857143,71.5,29720003,29731833,"DOWN","CABP7"
"ENSG00000197584","ENSG00000197584",-4.48906713523535,0.000538183728513584,-3157.31055178219,703.333333333333,29.5,178272932,178844429,"DOWN","KCNMB2"
"ENSG00000106633","ENSG00000106633",-3.50441656927806,0.00629389684725642,-3162.65251528371,902.47619047619,80.5,44143213,44198170,"DOWN","GCK"
"ENSG00000099937","ENSG00000099937",-4.84328645863666,0.000214228355444732,-3169.58503814493,654.428571428571,24.25,20774113,20787720,"DOWN","SERPIND1"
"ENSG00000139988","ENSG00000139988",-4.06826288042709,0.00157331545299805,-3188.35573743186,783.714285714286,45.5,67701886,67734451,"DOWN","RDH12"
"ENSG00000184564","ENSG00000184564",-3.84402389274537,0.00273059451514791,-3193.83470860101,830.857142857143,54.75,85792790,85806683,"DOWN","SLITRK6"
"ENSG00000167619","ENSG00000167619",-4.79018030127494,0.000253285324361997,-3204.63062155294,669,22.75,42313309,42325064,"DOWN","TMEM145"
"ENSG00000179292","ENSG00000179292",-4.92527624340972,0.000176847057655881,-3207.52751927959,651.238095238095,22,66291894,66296664,"DOWN","TMEM151A"
"ENSG00000120251","ENSG00000120251",-4.14267870173029,0.00129652790788993,-3209.58964176913,774.761904761905,40.25,157204182,157366075,"DOWN","GRIA2"
"ENSG00000186493","ENSG00000186493",-4.92784261516699,0.000174816471884191,-3264.10908461775,662.380952380952,24.25,2752131,2755397,"DOWN","ENSG00000186493"
"ENSG00000182256","ENSG00000182256",-5.9308068068057,1.69868521317563e-05,-3278.8889060483,552.857142857143,6.25,26971181,27541984,"DOWN","GABRG3"
"ENSG00000066230","ENSG00000066230",-3.34383143709149,0.00947794827584635,-3281.41325026578,981.333333333333,83.25,470456,524449,"DOWN","SLC9A3"
"ENSG00000183971","ENSG00000183971",-5.57103475596081,3.52880388844915e-05,-3290.09395444886,590.571428571429,10,2009926,2020755,"DOWN","NPW"
"ENSG00000164199","ENSG00000164199",-3.45169283387225,0.00716877357039459,-3290.44946863279,953.285714285714,82.25,90529344,91164437,"DOWN","ADGRV1"
"ENSG00000204950","ENSG00000204950",-3.94060663265129,0.00217294417709986,-3348.01445427449,849.619047619048,57.25,61508749,61511018,"DOWN","LRRC10B"
"ENSG00000260903","ENSG00000260903",-5.03743153785995,0.000133688249798263,-3468.39155266272,688.52380952381,20.25,31968151,32003387,"DOWN","XKR7"
"ENSG00000284745","ENSG00000284745",-9.70554270925994,8.854994435959e-09,-3469.03826550977,357.428571428571,0.25,2960658,2968707,"DOWN","ENSG00000284745"
"ENSG00000137440","ENSG00000137440",-4.66500482208875,0.000344268944206126,-3512.52648794606,752.952380952381,28,15935577,15938740,"DOWN","FGFBP1"
"ENSG00000166866","ENSG00000166866",-3.41121459826936,0.00794702474946371,-3534.34320138785,1036.09523809524,97,57028517,57051198,"DOWN","MYO1A"
"ENSG00000198788","ENSG00000198788",-6.7755958432777,1.40996445850995e-06,-3599.77727730711,531.285714285714,4.75,1074875,1110511,"DOWN","MUC2"
"ENSG00000154162","ENSG00000154162",-6.82670208435547,1.2872587113191e-06,-3697.79696235922,541.666666666667,4,21750673,22853344,"DOWN","CDH12"
"ENSG00000124493","ENSG00000124493",-4.33400135629789,0.000793125337833837,-3715.89021048302,857.380952380952,45,34018643,34155622,"DOWN","GRM4"
"ENSG00000124664","ENSG00000124664",-3.55076717578671,0.00559441502257634,-3765.84221614865,1060.57142857143,102.75,34537802,34556333,"DOWN","SPDEF"
"ENSG00000155816","ENSG00000155816",-3.78176805895698,0.0031855581319024,-3819.40565535326,1009.95238095238,71.5,240014348,240475187,"DOWN","FMN2"
"ENSG00000163209","ENSG00000163209",-3.83116265099181,0.00282478209046074,-3831.16265099181,1000,68.75,153001747,153003856,"DOWN","SPRR3"
"ENSG00000123560","ENSG00000123560",-4.01024068327397,0.00181876965360276,-3840.09189999792,957.571428571429,64,103773718,103792619,"DOWN","PLP1"
"ENSG00000179915","ENSG00000179915",-3.3991941025008,0.00819841000951279,-3841.08933582591,1130,98,49918503,51225575,"DOWN","NRXN1"
"ENSG00000167654","ENSG00000167654",-4.77392694318089,0.000257352464155251,-3851.87705358367,806.857142857143,27.75,3879864,3928082,"DOWN","ATCAY"
"ENSG00000102924","ENSG00000102924",-4.11556858894731,0.00140226987772696,-3896.07159753679,946.666666666667,52.5,49277917,49281838,"DOWN","CBLN1"
"ENSG00000245750","ENSG00000245750",-3.58737987644403,0.00518598262579257,-3902.21516750529,1087.7619047619,68.25,69462921,69843120,"DOWN","DRAIC"
"ENSG00000185352","ENSG00000185352",-3.8843175030683,0.00248651259212599,-3962.9286906304,1020.2380952381,70,96090839,96839562,"DOWN","HS6ST3"
"ENSG00000235300","ENSG00000235300",-6.28719387600971,5.70667257493467e-06,-3986.6796977593,634.095238095238,6.5,48294335,48308762,"DOWN","SKAP1-AS2"
"ENSG00000124140","ENSG00000124140",-4.7319080461568,0.000282574802751269,-4068.76493283111,859.857142857143,30,46021690,46060150,"DOWN","SLC12A5"
"ENSG00000167656","ENSG00000167656",-5.70724796170642,2.44348516205331e-05,-4093.18388339335,717.190476190476,13.5,142784882,142786539,"DOWN","LY6D"
"ENSG00000175311","ENSG00000175311",-3.83368281021941,0.00279993689819855,-4178.71426313915,1090,74.75,21233699,21253850,"DOWN","ANKS4B"
"ENSG00000183780","ENSG00000183780",-4.21338987483324,0.00106915712007633,-4231.24662239801,1004.2380952381,51.5,233904676,234324511,"DOWN","SLC35F3"
"ENSG00000124939","ENSG00000124939",-3.89529592136399,0.00241007470341812,-4287.79335801191,1100.7619047619,76,62208673,62213943,"DOWN","SCGB2A1"
"ENSG00000232487","ENSG00000232487",-8.78136925102189,3.21752968653989e-08,-4305.37989564387,490.285714285714,0.75,114107569,114108820,"DOWN","ENSG00000232487"
"ENSG00000153132","ENSG00000153132",-4.29707227975671,0.000876105570715674,-4339.22451259623,1009.80952380952,52.25,140388453,140427661,"DOWN","CLGN"
"ENSG00000077080","ENSG00000077080",-5.54127816324717,3.52880388844915e-05,-4344.36207998578,784,18,100643097,100656448,"DOWN","ACTL6B"
"ENSG00000101746","ENSG00000101746",-4.1766592644111,0.0011739245425579,-4360.43227204519,1044,57.5,33851100,34224952,"DOWN","NOL4"
"ENSG00000170577","ENSG00000170577",-3.75820907432567,0.00337310798029628,-4383.86140403245,1166.47619047619,86.75,45005182,45009452,"DOWN","SIX2"
"ENSG00000133958","ENSG00000133958",-3.60466230106339,0.00492591925544711,-4385.6724662938,1216.66666666667,97.5,93333219,93707876,"DOWN","UNC79"
"ENSG00000144583","ENSG00000144583",-4.69275412300222,0.000307336574301709,-4433.53532382686,944.761904761905,37.75,216257865,216372483,"DOWN","MARCHF4"
"ENSG00000225972","ENSG00000225972",-4.29917471230175,0.000871008236398184,-4460.70084792109,1037.57142857143,56.75,629062,629433,"DOWN","MTND1P23"
"ENSG00000174871","ENSG00000174871",-3.70225063847436,0.00381872346166317,-4483.77811849135,1211.09523809524,98.5,66278175,66285301,"DOWN","CNIH2"
"ENSG00000126562","ENSG00000126562",-5.01557359681532,0.000138886922907608,-4487.50534812205,894.714285714286,29.75,42780610,42797066,"DOWN","WNK4"
"ENSG00000128536","ENSG00000128536",-3.59880308692663,0.00495722456223105,-4578.70575602408,1272.28571428571,98.25,105876796,106036432,"DOWN","CDHR3"
"ENSG00000162989","ENSG00000162989",-3.80817645589407,0.00301067078031153,-4612.78973850369,1211.28571428571,70.5,154697855,154858354,"DOWN","KCNJ3"
"ENSG00000251095","ENSG00000251095",-7.38747920644353,2.8977003671338e-07,-4613.30487206192,624.47619047619,4.25,89410960,89726752,"DOWN","ENSG00000251095"
"ENSG00000178171","ENSG00000178171",-5.09050728843522,0.000116421296614467,-4621.93821279021,907.952380952381,26.25,130755540,130768134,"DOWN","AMER3"
"ENSG00000129654","ENSG00000129654",-3.77927488470545,0.00318725596633445,-4625.65249340877,1223.95238095238,91,76136333,76141245,"DOWN","FOXJ1"
"ENSG00000116254","ENSG00000116254",-4.7822494141335,0.000253285324361997,-4633.08877764505,968.809523809524,29,6101787,6180321,"DOWN","CHD5"
"ENSG00000132932","ENSG00000132932",-3.44635001485826,0.00723820755339825,-4644.85926050158,1347.7619047619,117.5,25371974,26025851,"DOWN","ATP8A2"
"ENSG00000157542","ENSG00000157542",-3.90986695185412,0.00232835329682408,-4646.78378020834,1188.47619047619,75,37607373,38121345,"DOWN","KCNJ6"
"ENSG00000187957","ENSG00000187957",-4.48793260570336,0.000525601381035235,-4768.53524909805,1062.52380952381,50.25,229357629,229714555,"DOWN","DNER"
"ENSG00000141434","ENSG00000141434",-8.03577253133177,5.21148517372682e-08,-4837.1524080269,601.952380952381,2.75,32185069,32220404,"DOWN","MEP1B"
"ENSG00000164326","ENSG00000164326",-4.74905576113896,0.000263800443853672,-4927.25842493789,1037.52380952381,44.75,71719275,71721048,"DOWN","CARTPT"
"ENSG00000167755","ENSG00000167755",-3.4669136486949,0.00683725610140947,-5007.04876434608,1444.2380952381,132.25,50958631,50969673,"DOWN","KLK6"
"ENSG00000215218","ENSG00000215218",-3.64589506092651,0.00441616032681967,-5048.17574697905,1384.61904761905,116.25,6448859,6496723,"DOWN","UBE2QL1"
"ENSG00000263639","ENSG00000263639",-4.0352765310067,0.00168265913976268,-5144.01679690711,1274.7619047619,68.25,46033307,46048180,"DOWN","MSMB"
"ENSG00000053108","ENSG00000053108",-4.28229139635704,0.000893046893551039,-5200.33310428082,1214.38095238095,65.25,133196455,133612541,"DOWN","FSTL4"
"ENSG00000142484","ENSG00000142484",-3.44222028822409,0.00726234307505985,-5247.25504126807,1524.38095238095,154,4771884,4783213,"DOWN","TM4SF5"
"ENSG00000272620","ENSG00000272620",-4.34154776756699,0.000774108725698474,-5331.0071778325,1227.90476190476,66.5,7754077,7778928,"DOWN","AFAP1-AS1"
"ENSG00000140093","ENSG00000140093",-5.81319006781483,1.65367269869155e-05,-5341.76803517252,918.904761904762,19,94280460,94293268,"DOWN","SERPINA10"
"ENSG00000131409","ENSG00000131409",-3.96738476745488,0.00200586702309891,-5354.26912830661,1349.57142857143,80.25,50516892,50568435,"DOWN","LRRC4B"
"ENSG00000089116","ENSG00000089116",-8.14523877281598,6.32396218845602e-08,-5422.4018116175,665.714285714286,1.75,113462033,113472280,"DOWN","LHX5"
"ENSG00000168772","ENSG00000168772",-3.63093376733176,0.00456822585378206,-5463.34500857852,1504.66666666667,116.75,104468308,104494901,"DOWN","CXXC4"
"ENSG00000189052","ENSG00000189052",-7.30181324814073,2.97372079709762e-07,-5469.05812285741,749,5,49043848,49045311,"DOWN","CGB5"
"ENSG00000260230","ENSG00000260230",-4.59717888412339,0.000389986831108849,-5479.18049003449,1191.85714285714,48,109130293,109167249,"DOWN","FRRS1L"
"ENSG00000070985","ENSG00000070985",-3.83870401327435,0.00275288281979585,-5654.95939784073,1473.14285714286,92,2404515,2423045,"DOWN","TRPM5"
"ENSG00000151952","ENSG00000151952",-5.09478686197914,0.000108650170323299,-5664.43255492804,1111.80952380952,32.75,129071725,129904025,"DOWN","TMEM132D"
"ENSG00000127585","ENSG00000127585",-3.38915535427328,0.00833675468234841,-5782.06042274042,1706.04761904762,147.25,692498,705808,"DOWN","FBXL16"
"ENSG00000278195","ENSG00000278195",-3.88537032758511,0.00247218614790052,-6007.15256171587,1546.09523809524,98,37204237,37212477,"DOWN","SSTR3"
"ENSG00000100867","ENSG00000100867",-3.45417546642405,0.00705809082821558,-6149.912691149,1780.42857142857,172,23630115,23645639,"DOWN","DHRS2"
"ENSG00000186732","ENSG00000186732",-7.40817324394969,2.59660408498079e-07,-6200.64100518589,837,3.75,43411196,43507848,"DOWN","MPPED1"
"ENSG00000185002","ENSG00000185002",-4.27721295307244,0.00089528106630677,-6214.99409762154,1453.04761904762,78.25,116877212,116932161,"DOWN","RFX6"
"ENSG00000120645","ENSG00000120645",-3.56770798742891,0.00534090597164572,-6218.00534951895,1742.85714285714,152.75,66767,178455,"DOWN","IQSEC3"
"ENSG00000148408","ENSG00000148408",-5.4994750503109,3.84789587733042e-05,-6219.90628190162,1131,24,137877782,138124624,"DOWN","CACNA1B"
"ENSG00000171724","ENSG00000171724",-3.56326852829344,0.00538799606549232,-6277.29139067694,1761.66666666667,163.5,77788564,77980107,"DOWN","VAT1L"
"ENSG00000278041","ENSG00000278041",-4.9761066654176,0.000145257434149089,-6318.94459269958,1269.85714285714,44,21499261,21502934,"DOWN","ENSG00000278041"
"ENSG00000105696","ENSG00000105696",-4.01792698237558,0.00174875032456868,-6659.42697850307,1657.42857142857,108.75,18607430,18621039,"DOWN","TMEM59L"
"ENSG00000172955","ENSG00000172955",-4.26936841500167,0.00092681290835796,-6666.31382513833,1561.42857142857,71.5,99202638,99219537,"DOWN","ADH6"
"ENSG00000130037","ENSG00000130037",-4.67293130459822,0.000320800555468381,-6748.38036545477,1444.14285714286,55,5043879,5046788,"DOWN","KCNA5"
"ENSG00000197106","ENSG00000197106",-3.55194013657176,0.00553428418776813,-6782.17598077402,1909.42857142857,171.5,110150494,110202202,"DOWN","SLC6A17"
